"","Doctor_words"
"39","  Yes.  So shingles has an interesting course that it can come and it can go.  Some people have what is called postherpetic neuralgia and it is a painful skin area that is where the nerves have been damaged and so we can prevent it.  It is not usually what happens, it usually comes and goes but why risk it?  You know, get vaccinated?  Alright.  There are a few other vaccines I want to actually talk about as well.  Have you been vaccinated against pneumonia?"
"40","  Okay.  I would like to line in one of those up for you.  It is a simple shot.  It is a pneumovax, and that can prevent pneumonia in lots of people.  So I want to get that one lined up and you are definitely eligible and then have you been vaccinated against COVID?"
"41","  Okay, yeah, you know what we have in office, if you would like, we can do the first dose today and we will hold off the other vaccines. "
"42","  Would that be okay"
"43","  Yeah, yeah.  There is we have the Moderna and the Pfizer AstraZeneca, GlaxoSmithKline, we have them all here."
"44","  I guess."
"45","  Yeah.  So, some people with the two doses have a bit of a side effect of what seems like a very mild flu symptoms, especially with the second dose.  This would be a low-grade fever, some fatigue and malaise.  Most people do not have any side effect other than redness at their arm.  There have been a few instances of serious side effects.  There has been and the amount of those, it is like, I think it is less than 0.1 of 1%.  I can look this up for just a second, so they are very uncommon.  Yes so."
"46","  Okay, okay.  Yeah, I just looked up the risk of adverse events is 2 -5 per million, so it is pretty rare."
"47","  Yeah, okay.  So I will line that one up for you, and then, I am sorry, let me look at your chart for just a second as well, okay, alright, and then do you drink, Tom?"
"48","  It is very rarely, okay."
"49","   I am sorry, but maybe a good thing and then."
"50","  Okay, okay, and then? And I am not the police, I do not tell anyone, but do you use any drugs?"
"51","  Okay, okay, alright.  And how is your relationship with your girlfriend?"
"52","  Good. You feel safe at home."
"53","  Well, good for her.  Thank you.   Send her my thanks.  "
"54","  Okay.  Well, I think after getting those things lined up.  Uh.  We do not have any labs for you and I think it would be good to have some baseline labs as well.  We will check your sugars, we will check your lipids and we check just your baseline chemistry just to make sure that, you know, maybe your sugars are creeping up or we can detect problems long before they become a noticeable problem with the blood work.  Would it be alright if I schedule that for you?"
"55","  Yeah, well, our nurse Jackie comes in and it is just a simple blood draw and just, you know, out of your vein and she fills up two tubes, two tubes because we can run multiple tests with it.  It checks your thyroid, it checks your kidneys, checks your liver, and we can run all of that just to make sure there are no problems creeping up. "
"56","  Okay, alright.  Well, I am sorry to give you the whole one over.  There is a ton of things, but I am glad you came in today.  I think for that you are cold.  We will run that COVID test and if it is negative, we will just say, hey, stay home, which you are probably doing, get plenty of rest and liquids, and if it does not go away in a week, let me know. okay?"
"57","  Okay. Do you have any questions for me?"
"58","  Okay."
"59","  Okay, Let us see more of you. okay.  Especially if this does not go away or you have any other symptoms, you know, reach out and then I like seeing my patients once a year.  So I would love it if you would say, you know what, now it is time to see the doctor once a year, we could schedule that. "
"60","  Alright. Well, Tom, it has been a pleasure.  I hope you have a wonderful day."
"61","   Thank you. Really, have a great day."
